Loading projection matrices.
Loading images.
Loading silhouettes.
Creating camera objects.
Creating voxel grid.
Processing voxels.
Creating PLY file.
Determining point colors.
Done.
         10027682 function calls (10003032 primitive calls) in 11.618 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 weakref.py:353(__init__)
        1    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
       31    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:78(__init__)
        1    0.000    0.000    0.000    0.000 bdb.py:654(Breakpoint)
        1    0.000    0.000    0.000    0.000 expr.py:3904(AtomicExpr)
        1    0.000    0.000    0.000    0.000 boolalg.py:463(BooleanFunction)
        1    0.000    0.000    0.000    0.000 error_functions.py:1243(expint)
        1    0.000    0.000    0.000    0.000 singularity_functions.py:14(SingularityFunction)
        1    0.000    0.000    0.000    0.000 fourier.py:472(FiniteFourierSeries)
        1    0.000    0.000    0.000    0.000 single.py:659(AlmostLinear)
        1    0.000    0.000    0.000    0.000 single.py:1763(LinearCoefficients)
        1    0.000    0.000    0.000    0.000 ffi.py:201(register_lock_callback)
        1    0.000    0.000    0.000    0.000 __init__.py:299(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 zipfile.py:776(ZipExtFile)
        1    0.000    0.000    0.000    0.000 functools.py:100(method_cache)
        1    0.000    0.000    0.000    0.000 types.py:475(BaseStructType)
        1    0.000    0.000    0.000    0.000 values.py:1010(ArgumentAttributes)
        1    0.000    0.000    0.000    0.000 builder.py:17(wrap)
        1    0.000    0.000    0.000    0.000 npytypes.py:67(Record)
        1    0.000    0.000    0.000    0.000 models.py:513(StructModel)
        1    0.000    0.000    0.000    0.000 cpu.py:111(call_conv)
        5    0.000    0.000    0.000    0.000 _testutils.py:26(__init__)
        1    0.000    0.000    0.000    0.000 mathdecl.py:136(Math_ldexp)
        1    0.000    0.000    0.000    0.000 randomdecl.py:264(Random_unary_distribution)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 abc.py:43(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:230(NameValidator)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        1    0.000    0.000    0.000    0.000 kind.py:257(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:3873(Exp1)
        1    0.000    0.000    0.000    0.000 polyoptions.py:18(Option)
        1    0.000    0.000    0.000    0.000 rootisolation.py:1888(ComplexInterval)
        1    0.000    0.000    0.000    0.000 integers.py:95(floor)
        1    0.000    0.000    0.000    0.000 complexes.py:145(im)
        1    0.000    0.000    0.000    0.000 complexes.py:268(sign)
        1    0.000    0.000    0.000    0.000 complexes.py:792(conjugate)
        1    0.000    0.000    0.000    0.000 lambdarepr.py:75(NumExprPrinter)
        1    0.000    0.000    0.000    0.000 common.py:3018(_MinimalMatrix)
        1    0.000    0.000    0.000    0.000 matexpr.py:581(MatrixElement)
        1    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1298(addCondition)
        1    0.000    0.000    0.000    0.000 builder.py:100(wrap)
        6    0.000    0.000    0.000    0.000 builder.py:173(_label_suffix)
        1    0.000    0.000    0.000    0.000 misc.py:406(ClassType)
        1    0.000    0.000    0.000    0.000 base.py:31(OverloadSelector)
        2    0.000    0.000    0.000    0.000 codegen.py:1041(resolve)
        1    0.000    0.000    0.000    0.000 base.py:300(ClassBuilder)
        8    0.000    0.000    0.000    0.000 PngImagePlugin.py:173(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 core.py:1310(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 Image.py:3437(Exif)
        1    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        1    0.000    0.000    0.000    0.000 case.py:207(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 containers.py:20(Tuple)
        1    0.000    0.000    0.000    0.000 boolalg.py:732(Or)
        1    0.000    0.000    0.000    0.000 expressionrawdomain.py:12(ExpressionRawDomain)
        1    0.000    0.000    0.000    0.000 fglmtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error_functions.py:1912(Ci)
        1    0.000    0.000    0.000    0.000 hyper.py:1004(HyperRep_sqrts2)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:397(uppergamma)
        1    0.000    0.000    0.000    0.000 delta_functions.py:16(DiracDelta)
        1    0.000    0.000    0.000    0.000 spherical_harmonics.py:16(Ynm)
        1    0.000    0.000    0.000    0.000 stringpict.py:355(prettyForm)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:477(Hyper_Function)
        1    0.000    0.000    0.000    0.000 modules.py:602(SubModule)
        1    0.000    0.000    0.000    0.000 slice.py:31(MatrixSlice)
        1    0.000    0.000    0.000    0.000 special.py:62(GenericZeroMatrix)
        1    0.000    0.000    0.000    0.000 single.py:2857(LieGroup)
       26    0.000    0.000    0.000    0.000 ffi.py:251(__enter__)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
        1    0.000    0.000    0.000    0.000 targets.py:174(Target)
        2    0.000    0.000    0.000    0.000 instructions.py:841(descr)
        1    0.000    0.000    0.000    0.000 common.py:37(Buffer)
        1    0.000    0.000    0.000    0.000 scalars.py:30(Integer)
        1    0.000    0.000    0.000    0.000 templates.py:254(FunctionTemplate)
        1    0.000    0.000    0.000    0.000 builtins.py:46(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:214(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:155(Numpy_geometric)
        1    0.000    0.000    0.000    0.000 randomdecl.py:166(Numpy_negative_binomial)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:835(items)
        1    0.000    0.000    0.000    0.000 sre_parse.py:980(addgroup)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 traceback.py:243(FrameSummary)
        9    0.000    0.000    0.000    0.000 inverselaplace.py:16(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:3736(ComplexInfinity)
        1    0.000    0.000    0.000    0.000 factorials.py:662(FallingFactorial)
        1    0.000    0.000    0.000    0.000 numbers.py:1074(catalan)
        1    0.000    0.000    0.000    0.000 bessel.py:500(besselk)
        1    0.000    0.000    0.000    0.000 pretty_symbology.py:192(<listcomp>)
        1    0.000    0.000    0.000    0.000 ideals.py:282(ModuleImplementedIdeal)
        1    0.000    0.000    0.000    0.000 single.py:354(NthAlgebraic)
        1    0.000    0.000    0.000    0.000 __init__.py:642(iter_entry_points)
        1    0.000    0.000    0.000    0.000 __init__.py:3086(Requirement)
        1    0.000    0.000    0.000    0.000 more.py:247(peekable)
        1    0.000    0.000    0.000    0.000 requirements.py:64(<lambda>)
       18    0.000    0.000    0.000    0.000 values.py:51(_binop)
        1    0.000    0.000    0.000    0.000 values.py:430(__new__)
        1    0.000    0.000    0.000    0.000 errors.py:243(__exit__)
        1    0.000    0.000    0.000    0.000 npytypes.py:479(can_convert_to)
        1    0.000    0.000    0.000    0.000 dispatcher.py:57(__len__)
        1    0.000    0.000    0.000    0.000 byteflow.py:26(BlockKind)
        2    0.000    0.000    0.000    0.000 codegen.py:881(_object_compiled_hook)
       16    0.000    0.000    0.000    0.000 options.py:15(__init__)
        1    0.000    0.000    0.000    0.000 listobj.py:410(ListIterInstance)
        1    0.000    0.000    0.000    0.000 randomdecl.py:241(Random_binary_distribution)
       16    0.000    0.000    0.000    0.000 ImageFile.py:74(_tilesort)
       16    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingDecoder' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 socket.py:662(SocketIO)
        1    0.000    0.000    0.000    0.000 extras.py:1515(__init__)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:151(ivmpc)
        1    0.000    0.000    0.000    0.000 codeop.py:38(<listcomp>)
        1    0.000    0.000    0.000    0.000 singleton.py:9(SingletonRegistry)
        1    0.000    0.000    0.000    0.000 numbers.py:3045(Zero)
        1    0.000    0.000    0.000    0.000 numbers.py:3110(One)
        1    0.000    0.000    0.000    0.000 relational.py:537(Equality)
        1    0.000    0.000    0.000    0.000 orderings.py:46(GradedLexOrder)
        1    0.000    0.000    0.000    0.000 sets.py:1548(Complement)
        1    0.000    0.000    0.000    0.000 integers.py:253(ceiling)
        1    0.000    0.000    0.000    0.000 hyper.py:951(HyperRep_asin2)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:32(gamma)
        1    0.000    0.000    0.000    0.000 bessel.py:37(BesselBase)
        1    0.000    0.000    0.000    0.000 elliptic_integrals.py:13(elliptic_k)
        1    0.000    0.000    0.000    0.000 modules.py:673(PowerBasis)
        1    0.000    0.000    0.000    0.000 modules.py:159(ModuleElement)
        1    0.000    0.000    0.000    0.000 extensions.py:216(MonogenicFiniteExtension)
        1    0.000    0.000    0.000    0.000 trace.py:11(Trace)
        1    0.000    0.000    0.000    0.000 sequences.py:380(EmptySequence)
        1    0.000    0.000    0.000    0.000 ffi.py:120(_lib_fn_wrapper)
        2    0.000    0.000    0.000    0.000 sysconfig.py:257(get_default_scheme)
        5    0.000    0.000    0.000    0.000 types.py:529(_wrap_packed)
        1    0.000    0.000    0.000    0.000 containers.py:139(BaseTuple)
        1    0.000    0.000    0.000    0.000 containers.py:471(LiteralList)
        1    0.000    0.000    0.000    0.000 misc.py:354(ClassInstanceType)
        1    0.000    0.000    0.000    0.000 dispatcher.py:37(TargetConfigurationStack)
        1    0.000    0.000    0.000    0.000 bytecode.py:199(ByteCode)
        1    0.000    0.000    0.000    0.000 builtins.py:171(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:378(<listcomp>)
        1    0.000    0.000    0.000    0.000 array_analysis.py:209(EquivSet)
        1    0.000    0.000    0.000    0.000 _index.py:28(IndexMixin)
        1    0.000    0.000    0.000    0.000 randomdecl.py:231(Random_ternary_distribution)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1395(TreeBuilder)
       16    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:283(__subclasshook__)
        4    0.000    0.000    0.000    0.000 enum.py:724(_generate_next_value_)
        8    0.000    0.000    0.000    0.000 getlimits.py:90(_register_type)
        1    0.000    0.000    0.000    0.000 core.py:972(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 extras.py:1467(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 rational.py:24(mpq)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:161(__neg__)
       12    0.000    0.000    0.000    0.000 symbol.py:710(literal)
        1    0.000    0.000    0.000    0.000 binrel.py:135(AppliedBinaryRelation)
        1    0.000    0.000    0.000    0.000 numbers.py:696(harmonic)
        1    0.000    0.000    0.000    0.000 sets.py:1995(SymmetricDifference)
        1    0.000    0.000    0.000    0.000 fancysets.py:280(ImageSet)
        1    0.000    0.000    0.000    0.000 pycode.py:82(<listcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:30(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:479(<dictcomp>)
        1    0.000    0.000    0.000    0.000 curve.py:21(Curve)
        1    0.000    0.000    0.000    0.000 interval_membership.py:4(intervalMembership)
        1    0.000    0.000    0.000    0.000 __init__.py:1625(_register)
       12    0.000    0.000    0.000    0.000 pyparsing.py:315(__init__)
        6    0.000    0.000    0.000    0.000 values.py:615(__hash__)
       18    0.000    0.000    0.000    0.000 builder.py:29(_binop)
        2    0.000    0.000    0.000    0.000 builder.py:264(goto_block)
        1    0.000    0.000    0.000    0.000 instructions.py:368(FCMPInstr)
        4    0.000    0.000    0.000    0.000 containers.py:308(<genexpr>)
        1    0.000    0.000    0.000    0.000 ansitowin32.py:16(StreamWrapper)
        1    0.000    0.000    0.000    0.000 winterm.py:22(WinTerm)
        1    0.000    0.000    0.000    0.000 function_type.py:10(FunctionType)
       10    0.000    0.000    0.000    0.000 templates.py:50(args)
        1    0.000    0.000    0.000    0.000 debuginfo.py:458(NvvmDIBuilder)
        1    0.000    0.000    0.000    0.000 packer.py:167(__init__)
        1    0.000    0.000    0.000    0.000 compiler.py:376(CompilerBase)
        1    0.000    0.000    0.000    0.000 builtins.py:236(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:323(BitwiseLogicOperation)
        1    0.000    0.000    0.000    0.000 decorators.py:41(GUVectorize)
        1    0.000    0.000    0.000    0.000 array_exprs.py:19(RewriteArrayExprs)
        1    0.000    0.000    0.000    0.000 utils.py:132(DisableOnWriteError)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:1045(TiffImageFile)
        2    0.000    0.000    0.000    0.000 contextlib.py:339(__exit__)
        1    0.000    0.000    0.000    0.000 weakref.py:586(__call__)
       15    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
       16    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        2    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:615(Barrier)
        1    0.000    0.000    0.000    0.000 __init__.py:522(Formatter)
        1    0.000    0.000    0.000    0.000 gammazeta.py:395(bernoulli_size)
        3    0.000    0.000    0.000    0.000 ctx_mp_python.py:600(make_mpc)
       10    0.000    0.000    0.000    0.000 timeutils.py:54(decorator)
        1    0.000    0.000    0.000    0.000 numbers.py:4028(Pi)
        1    0.000    0.000    0.000    0.000 factor_.py:1905(totient)
       20    0.000    0.000    0.000    0.000 mpelements.py:20(_set_mpf)
        1    0.000    0.000    0.000    0.000 pythonintegerring.py:12(PythonIntegerRing)
        1    0.000    0.000    0.000    0.000 error_functions.py:1070(Ei)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:1056(digamma)
        1    0.000    0.000    0.000    0.000 ndim_array.py:15(ArrayKind)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:11(SparseNDimArray)
        1    0.000    0.000    0.000    0.000 dense.py:25(DenseMatrix)
        1    0.000    0.000    0.000    0.000 modules.py:1335(QuotientModule)
        1    0.000    0.000    0.000    0.000 sequences.py:728(RecursiveSeq)
        5    0.000    0.000    0.000    0.000 single.py:43(cached_property)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
       10    0.000    0.000    0.000    0.000 __init__.py:16(search_path)
        1    0.000    0.000    0.000    0.000 tags.py:42(Tag)
        1    0.000    0.000    0.000    0.000 values.py:440(Constant)
       20    0.000    0.000    0.000    0.000 values.py:1021(align)
       20    0.000    0.000    0.000    0.000 values.py:1030(dereferenceable)
        4    0.000    0.000    0.000    0.000 module.py:204(get_identified_types)
        1    0.000    0.000    0.000    0.000 abstract.py:263(Callable)
        6    0.000    0.000    0.000    0.000 containers.py:319(<genexpr>)
        1    0.000    0.000    0.000    0.000 errors.py:292(__init__)
        1    0.000    0.000    0.000    0.000 ir.py:1193(Block)
        1    0.000    0.000    0.000    0.000 controlflow.py:728(ControlFlowAnalysis)
        1    0.000    0.000    0.000    0.000 callconv.py:162(MinimalCallConv)
        1    0.000    0.000    0.000    0.000 builtins.py:45(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:242(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:671(MemoryViewAttribute)
        1    0.000    0.000    0.000    0.000 npydecl.py:228(NumpyRulesInplaceArrayOperator)
        2    0.000    0.000    0.000    0.000 llvm_pass_timings.py:281(__init__)
        2    0.000    0.000    0.000    0.000 typed_passes.py:95(__init__)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:49(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:212(<listcomp>)
        8    0.000    0.000    0.000    0.000 ElementTree.py:536(__init__)
        1    0.000    0.000    0.000    0.000 util.py:182(Finalize)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        3    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        4    0.000    0.000    0.000    0.000 typing.py:1329(<genexpr>)
        3    0.000    0.000    0.000    0.000 signal.py:49(decorator)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_getintp_ctype)
        3    0.000    0.000    0.000    0.000 index_tricks.py:317(__init__)
        2    0.000    0.000    0.000    0.000 core.py:6532(__setattr__)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
        1    0.000    0.000    0.000    0.000 doctest.py:2166(DocTestCase)
        1    0.000    0.000    0.000    0.000 argparse.py:1307(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 basic.py:345(__eq__)
        1    0.000    0.000    0.000    0.000 cnf.py:15(Literal)
        3    0.000    0.000    0.000    0.000 generate.py:23(_aset)
        1    0.000    0.000    0.000    0.000 sets.py:1709(UniversalSet)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2958(asec)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:916(ReciprocalHyperbolicFunction)
        1    0.000    0.000    0.000    0.000 error_functions.py:653(erf2)
        1    0.000    0.000    0.000    0.000 error_functions.py:2152(Chi)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:563(polygamma)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:40(LeviCivita)
        1    0.000    0.000    0.000    0.000 jscode.py:44(JavascriptCodePrinter)
        1    0.000    0.000    0.000    0.000 lambdarepr.py:20(LambdaPrinter)
        1    0.000    0.000    0.000    0.000 special.py:197(OneMatrix)
        1    0.000    0.000    0.000    0.000 sets.py:8(MatrixSet)
        1    0.000    0.000    0.000    0.000 formal.py:1499(FiniteFormalPowerSeries)
        1    0.000    0.000    0.000    0.000 formal.py:1697(FormalPowerSeriesInverse)
        1    0.000    0.000    0.000    0.000 ffi.py:297(ObjectRef)
        1    0.000    0.000    0.000    0.000 __init__.py:5(VendorImporter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4163(__lshift__)
        1    0.000    0.000    0.000    0.000 transforms.py:4(Visitor)
        1    0.000    0.000    0.000    0.000 utils.py:261(ConfigOptions)
        2    0.000    0.000    0.000    0.000 misc.py:327(__init__)
        1    0.000    0.000    0.000    0.000 core.py:77(double)
        1    0.000    0.000    0.000    0.000 itanium_mangler.py:109(_fix_lead_digit)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1081(LiftedCode)
        1    0.000    0.000    0.000    0.000 bytecode.py:35(_as_opcodes)
        1    0.000    0.000    0.000    0.000 builtins.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:222(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:399(<listcomp>)
        1    0.000    0.000    0.000    0.000 caching.py:29(_get_codegen)
        2    0.000    0.000    0.000    0.000 _pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 _arrays.py:10(_sparray)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        3    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        4    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 subprocess.py:104(CalledProcessError)
        1    0.000    0.000    0.000    0.000 _internal.py:249(_ctypes)
        1    0.000    0.000    0.000    0.000 code.py:15(InteractiveInterpreter)
        1    0.000    0.000    0.000    0.000 logic.py:223(Logic)
        1    0.000    0.000    0.000    0.000 boolalg.py:201(BooleanAtom)
        1    0.000    0.000    0.000    0.000 relational.py:738(Unequality)
        2    0.000    0.000    0.000    0.000 multidimensional.py:87(__init__)
        1    0.000    0.000    0.000    0.000 generate.py:31(Sieve)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:244(GaussianDomain)
        1    0.000    0.000    0.000    0.000 factorials.py:825(binomial)
        1    0.000    0.000    0.000    0.000 numbers.py:1220(genocchi)
        1    0.000    0.000    0.000    0.000 sets.py:706(ProductSet)
        1    0.000    0.000    0.000    0.000 elliptic_integrals.py:103(elliptic_f)
        2    0.000    0.000    0.000    0.000 pretty_symbology.py:175(<lambda>)
        1    0.000    0.000    0.000    0.000 homomorphisms.py:444(MatrixHomomorphism)
        1    0.000    0.000    0.000    0.000 modules.py:43(Module)
        6    0.000    0.000    0.000    0.000 transforms.py:235(_noconds_)
        1    0.000    0.000    0.000    0.000 point.py:860(Point2D)
        1    0.000    0.000    0.000    0.000 calendar.py:74(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:11(__init__)
        1    0.000    0.000    0.000    0.000 functools.py:289(Throttler)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3256(ParseExpression)
        1    0.000    0.000    0.000    0.000 types.py:198(IntType)
        1    0.000    0.000    0.000    0.000 types.py:289(_BaseFloatType)
        2    0.000    0.000    0.000    0.000 types.py:558(__eq__)
        3    0.000    0.000    0.000    0.000 module.py:145(get_unique_name)
        1    0.000    0.000    0.000    0.000 ir.py:255(VarMap)
        1    0.000    0.000    0.000    0.000 imputils.py:16(Registry)
        1    0.000    0.000    0.000    0.000 generators.py:47(BaseGeneratorLower)
        1    0.000    0.000    0.000    0.000 dispatcher.py:758(_callback_add_llvm_timer)
        1    0.000    0.000    0.000    0.000 builtins.py:259(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:273(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:275(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:410(<listcomp>)
        1    0.000    0.000    0.000    0.000 caching.py:90(NullCache)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'PyHKEY' objects}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1336(_filter_handle_list)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        2    0.000    0.000    0.000    0.000 threading.py:1294(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 __init__.py:479(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:1296(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 singleton.py:90(__init__)
        5    0.000    0.000    0.000    0.000 expr.py:143(_hashable_content)
        1    0.000    0.000    0.000    0.000 arrayobj.py:900(FancyIndexer)
        1    0.000    0.000    0.000    0.000 multinomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1925(sinc)
        1    0.000    0.000    0.000    0.000 memoization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:609(G_Function)
        1    0.000    0.000    0.000    0.000 numpy.py:360(<dictcomp>)
        1    0.000    0.000    0.000    0.000 common.py:57(MatrixRequired)
        1    0.000    0.000    0.000    0.000 matrices.py:345(MatrixSubspaces)
        1    0.000    0.000    0.000    0.000 immutable.py:80(ImmutableDenseMatrix)
       12    0.000    0.000    0.000    0.000 matexpr.py:21(_sympifyit)
        1    0.000    0.000    0.000    0.000 special.py:98(Identity)
        1    0.000    0.000    0.000    0.000 plot.py:482(BaseSeries)
        1    0.000    0.000    0.000    0.000 plot_implicit.py:49(ImplicitSeries)
       10    0.000    0.000    0.000    0.000 __init__.py:2355(_cygwin_patch)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:207(AddrlistClass)
        1    0.000    0.000    0.000    0.000 more.py:3601(callback_iter)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 pyparsing.py:205(ParseBaseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3591(Each)
        1    0.000    0.000    0.000    0.000 types.py:435(ArrayType)
       13    0.000    0.000    0.000    0.000 builder.py:158(_castop)
        1    0.000    0.000    0.000    0.000 containers.py:540(Set)
        1    0.000    0.000    0.000    0.000 errors.py:291(HighlightColorScheme)
        1    0.000    0.000    0.000    0.000 ir.py:1325(FunctionIR)
        1    0.000    0.000    0.000    0.000 callconv.py:55(BaseCallConv)
        1    0.000    0.000    0.000    0.000 builtins.py:221(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:261(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:406(<listcomp>)
        1    0.000    0.000    0.000    0.000 npydecl.py:25(Numpy_rules_ufunc)
        1    0.000    0.000    0.000    0.000 typed_passes.py:502(InlineOverloads)
        1    0.000    0.000    0.000    0.000 parallel.py:544(gen_snt_check)
        1    0.000    0.000    0.000    0.000 sigparse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 setobj.py:1101(SetIterInstance)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
       19    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        3    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        2    0.000    0.000    0.000    0.000 typing.py:2327(_namedtuple_mro_entries)
        3    0.000    0.000    0.000    0.000 datetime.py:2205(_create)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:425(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:793(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 _internal.py:559(_Stream)
        6    0.000    0.000    0.000    0.000 utils.py:49(_set_function_name)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        2    0.000    0.000    0.000    0.000 core.py:3421(shape)
        1    0.000    0.000    0.000    0.000 expr.py:4050(ExprBuilder)
        1    0.000    0.000    0.000    0.000 numbers.py:4351(ImaginaryUnit)
        3    0.000    0.000    0.000    0.000 orderings.py:157(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:1317(partition)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2049(InverseTrigonometricFunction)
        1    0.000    0.000    0.000    0.000 error_functions.py:798(erfinv)
        1    0.000    0.000    0.000    0.000 error_functions.py:1464(li)
        1    0.000    0.000    0.000    0.000 hyper.py:839(HyperRep_power1)
        6    0.000    0.000    0.000    0.000 printer.py:386(print_function)
        1    0.000    0.000    0.000    0.000 permutation.py:9(PermutationMatrix)
        1    0.000    0.000    0.000    0.000 diagonal.py:9(DiagonalMatrix)
        1    0.000    0.000    0.000    0.000 sequences.py:1128(SeqMul)
        1    0.000    0.000    0.000    0.000 plot.py:1270(MatplotlibBackend)
        1    0.000    0.000    0.000    0.000 zipfile.py:2237(Path)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 calendar.py:412(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 context.py:96(ExceptionTrap)
        1    0.000    0.000    0.000    0.000 appdirs.py:407(AppDirs)
        2    0.000    0.000    0.000    0.000 sysconfig.py:247(get_preferred_scheme)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2606(Word)
       16    0.000    0.000    0.000    0.000 module.py:222(__iter__)
        1    0.000    0.000    0.000    0.000 values.py:586(MetaDataString)
